cg14521995,564
cg16032108,496
cg26017880,439
cg19209355,381
cg17755888,362
cg14516100,350
cg25139843,317
cg09529323,295
cg27567864,286
cg17522965,275
cg16700025,273
cg02458039,266
cg18531559,266
cg23517954,264
cg06074256,259
cg13623435,246
cg24739189,245
cg04529868,229
cg06726390,222
cg14852134,215
cg15896447,210
cg22369252,208
cg20860638,206
cg12380458,204
cg11515089,202
cg08941714,199
cg10191460,189
cg26901915,188
cg15011837,183
cg06789048,176
cg17043823,175
cg19752094,169
cg19421368,165
cg21774121,165
cg15224432,162
cg16113692,159
cg14181982,157
cg27662220,157
cg15648026,156
cg17629264,156
cg14044282,155
cg22685901,154
cg01715370,153
cg03300581,152
cg17828445,152
cg02356993,148
cg04109898,147
cg12507502,146
cg25395653,144
cg13574499,141
cg17199325,139
cg06390613,138
cg04865659,136
cg17971929,134
cg24312661,134
cg06611744,133
cg12261117,133
cg06988775,132
cg12478185,132
cg14207210,132
cg19482086,132
cg23590827,130
cg16627949,128
cg19121987,127
cg02405503,123
cg16603964,123
cg05419696,122
cg18064631,122
cg04842352,120
cg22588144,120
cg03429968,119
cg14405300,118
cg16521978,118
cg19777824,118
cg17492481,117
cg01275359,115
cg18877961,115
cg04240809,114
cg07991675,113
cg17806814,113
cg17985166,113
cg24019999,113
cg12927990,112
cg10293824,111
cg14388170,111
cg24682316,111
cg06768644,110
cg09860804,110
cg08922090,109
cg23674469,109
cg07506299,108
cg09406210,108
cg19894588,108
cg08618021,107
cg18473455,107
cg25924602,107
cg04132998,104
cg19177701,104
cg18504511,103
cg20402079,103
cg00978248,102
cg04124606,102
cg21872093,102
cg04348223,101
cg14857615,101
cg20701404,101
cg03500433,100
cg03673016,100
cg07813232,100
cg08053846,100
cg18893120,100
cg19828063,100
cg19493827,99
cg02561205,98
cg10623288,98
cg26940725,98
cg26287612,97
cg00123652,96
cg05880137,96
cg06357691,94
cg24693447,94
cg24810735,94
cg04229253,93
cg06647026,93
cg19434247,93
cg01930745,92
cg13906874,92
cg03693714,91
cg10072078,91
cg13490753,91
cg24150032,91
cg01449704,90
cg26006558,90
cg26272907,90
cg02826237,89
cg08277100,89
cg22417032,89
cg23266797,89
cg00195506,88
cg02000145,88
cg09248197,88
cg10133929,88
cg01061890,87
cg21965820,87
cg10857941,86
cg05104283,85
cg05706173,85
cg17701921,85
cg22851092,85
cg03502001,84
cg04378603,84
cg10268509,84
cg11101030,84
cg16888752,84
cg25699759,84
cg05283521,83
cg13106476,83
cg15640339,83
cg19361181,83
cg21898246,83
cg23785612,83
cg16095355,82
cg06654697,81
cg17313483,81
cg24457538,81
cg11053062,80
cg17653955,80
cg13141192,79
cg17800497,79
cg22053796,79
cg23544472,79
cg24373308,79
cg26205216,79
cg01006983,78
cg01864230,78
cg03281393,78
cg06905762,78
cg14070845,78
cg21270243,78
cg11337598,77
cg16455791,77
cg08497487,76
cg09319706,76
cg12203543,76
cg16843056,76
cg24841822,76
cg24933115,76
cg25077654,76
cg27326062,76
cg05031455,75
cg10512498,75
cg13243661,75
cg23340935,75
cg27077228,75
cg06358671,74
cg06870868,74
cg10010393,74
cg12248480,74
cg14477780,74
cg18421711,74
cg12047714,73
cg14029206,73
cg14167017,73
cg19157243,73
cg19227446,73
cg21130463,73
cg21980954,73
cg25504403,73
cg25532501,73
cg26379339,73
cg27449007,73
cg01786704,72
cg03712541,72
cg06685391,72
cg09884893,72
cg10515630,72
cg12411876,72
cg12715285,72
cg15118824,72
cg16672668,72
cg21881074,72
cg23550947,72
cg26182317,72
cg03636532,71
cg05678789,71
cg05710142,71
cg15854606,71
cg19477551,71
cg00893493,70
cg03003216,70
cg06963346,70
cg07119389,70
cg12294506,70
cg13320898,70
cg15356461,70
cg17335114,70
cg23242142,70
cg27150010,70
cg00435098,69
cg03108419,69
cg03410815,69
cg04849508,69
cg08247347,69
cg10174836,69
cg10982913,69
cg14242532,69
cg14725631,69
cg16386425,69
cg19586116,69
cg21521683,69
cg22538664,69
cg24745548,69
cg00190674,68
cg00332802,68
cg02459042,68
cg02487667,68
cg02944007,68
cg03333149,68
cg03565782,68
cg10923346,68
cg11897517,68
cg19323285,68
cg19447025,68
cg23569802,68
cg27530186,68
cg05129568,67
cg05485663,67
cg05830425,67
cg05840289,67
cg08970795,67
cg10612867,67
cg11557938,67
cg22813794,67
cg27534679,67
cg01373687,66
cg05678571,66
cg08312215,66
cg17926950,66
cg18489289,66
cg21199023,66
cg02393684,65
cg02401399,65
cg05288324,65
cg05505294,65
cg05991314,65
cg06390368,65
cg08584230,65
cg08669259,65
cg09705456,65
cg10522326,65
cg15367487,65
cg20835659,65
cg21449256,65
cg25730851,65
cg26027669,65
cg00337821,64
cg03445663,64
cg04539057,64
cg04955116,64
cg05036013,64
cg05098815,64
cg06884679,64
cg07387044,64
cg08210228,64
cg11897690,64
cg12635463,64
cg14237746,64
cg17939569,64
cg18005217,64
cg19118212,64
cg20111321,64
cg00998438,63
cg01395650,63
cg03054370,63
cg07681084,63
cg07911905,63
cg09169456,63
cg09259182,63
cg13042462,63
cg15421606,63
cg15803869,63
cg16437009,63
cg17170743,63
cg17714225,63
cg19394731,63
cg22799902,63
cg26813794,63
cg01916446,62
cg02341038,62
cg03184037,62
cg03294301,62
cg04919811,62
cg05270290,62
cg05294497,62
cg06914774,62
cg08644993,62
cg09702334,62
cg11985839,62
cg18011872,62
cg18855466,62
cg18924965,62
cg21483125,62
cg22891520,62
cg24194998,62
cg25026359,62
cg00154968,61
cg03855276,61
cg04434909,61
cg06363887,61
cg06516331,61
cg07792636,61
cg08110718,61
cg09201525,61
cg10287485,61
cg11130778,61
cg13322601,61
cg13711238,61
cg14454440,61
cg14506366,61
cg15393676,61
cg22505411,61
cg23223544,61
cg01395533,60
cg01659202,60
cg02088422,60
cg02652768,60
cg02882797,60
cg04938335,60
cg05225038,60
cg06242599,60
cg06505394,60
cg06972615,60
cg08492202,60
cg09498379,60
cg14995433,60
cg16001495,60
cg16298149,60
cg16540036,60
cg18944910,60
cg19861147,60
cg19988637,60
cg21462914,60
cg22140614,60
cg22860556,60
cg26308330,60
