cg26688936,32
cg06177968,29
cg15555217,28
cg16603964,27
cg16700025,27
cg01257171,26
cg22186263,24
cg26753512,24
cg03761471,23
cg16672668,23
cg21343777,21
cg24062381,21
cg18989174,17
cg06560760,16
cg09406210,16
cg10287485,16
cg10623288,16
cg14383545,16
cg18531559,16
cg22872906,16
cg25924602,16
cg09217923,14
cg20810195,14
cg23337650,14
cg10856875,13
cg15317267,13
cg19006628,13
cg00599377,12
cg01595484,12
cg10172760,12
cg10843046,12
cg16776231,12
cg18504511,12
cg19261559,12
cg25420477,12
cg01579706,11
cg04919811,11
cg10487970,11
cg14531560,11
cg17311469,11
cg19029214,11
cg19879675,11
cg24373308,11
cg25705492,11
cg05617744,10
cg06789048,10
cg09379755,10
cg13257514,10
cg13732677,10
cg14354618,10
cg17328839,10
cg17837162,10
cg19664712,10
cg20251161,10
cg23544472,10
cg24933605,10
cg00412675,9
cg01073572,9
cg02601318,9
cg02747151,9
cg03406394,9
cg03565782,9
cg04448376,9
cg04504578,9
cg04535829,9
cg08172999,9
cg08242338,9
cg09200260,9
cg10172783,9
cg10499753,9
cg12758451,9
cg13623435,9
cg14526044,9
cg14733637,9
cg15481221,9
cg16001495,9
cg16208369,9
cg16701105,9
cg17675333,9
cg17985166,9
cg19447025,9
cg21348586,9
cg21661138,9
cg21898246,9
cg24827839,9
cg26094646,9
cg26741280,9
cg27049643,9
cg00195506,8
cg00678239,8
cg00778905,8
cg00893493,8
cg03519711,8
cg03623386,8
cg03750315,8
cg03854722,8
cg04124606,8
cg04351468,8
cg04563419,8
cg04673754,8
cg05480260,8
cg06231362,8
cg06726390,8
cg07434166,8
cg07700920,8
cg07812059,8
cg08289409,8
cg08941714,8
cg09734394,8
cg10111008,8
cg10155891,8
cg10165209,8
cg10191460,8
cg11131351,8
cg11897517,8
cg12692722,8
cg13320898,8
cg13602666,8
cg13654344,8
cg13805219,8
cg13966609,8
cg14174099,8
cg14181982,8
cg14399236,8
cg14508122,8
cg14521995,8
cg15061569,8
cg15462332,8
cg15686776,8
cg16095355,8
cg16361266,8
cg16401270,8
cg16455791,8
cg17187559,8
cg17639894,8
cg17939569,8
cg18855466,8
cg18877961,8
cg18924965,8
cg19182353,8
cg19366217,8
cg20672744,8
cg20872422,8
cg20945221,8
cg21258057,8
cg21389208,8
cg21816336,8
cg26161170,8
cg26286101,8
cg27205649,8
cg00019809,7
cg00061679,7
cg00292857,7
cg00419759,7
cg00571935,7
cg00632914,7
cg00767637,7
cg01217180,7
cg01217745,7
cg01761729,7
cg01820262,7
cg01916446,7
cg02426178,7
cg02447627,7
cg02945294,7
cg03331258,7
cg03568042,7
cg04000234,7
cg04110886,7
cg04578631,7
cg04840163,7
cg05031455,7
cg05098815,7
cg05173834,7
cg05484985,7
cg06866712,7
cg06914774,7
cg07076277,7
cg07140595,7
cg07358136,7
cg07376753,7
cg07583651,7
cg07681084,7
cg08110718,7
cg08143636,7
cg08921682,7
cg10131483,7
cg10190104,7
cg10358623,7
cg10594237,7
cg10606797,7
cg10755039,7
cg10797920,7
cg10799208,7
cg11703222,7
cg13043177,7
cg13216073,7
cg13542817,7
cg13661094,7
cg13758712,7
cg14210236,7
cg14491007,7
cg14644065,7
cg14998713,7
cg15384867,7
cg15682993,7
cg15721051,7
cg15747423,7
cg15910928,7
cg16008440,7
cg16386425,7
cg16488304,7
cg16627949,7
cg16970323,7
cg17454086,7
cg17522965,7
cg18202336,7
cg18803045,7
cg18941796,7
cg18967534,7
cg19157243,7
cg19536127,7
cg19861329,7
cg20618989,7
cg20659057,7
cg20775307,7
cg21161526,7
cg21395120,7
cg21654974,7
cg21755440,7
cg21766141,7
cg22316093,7
cg22790973,7
cg22891520,7
cg23036931,7
cg23314071,7
cg23316161,7
cg23336486,7
cg23610018,7
cg24009529,7
cg24792813,7
cg24926872,7
cg25084220,7
cg25674826,7
cg26092192,7
cg26119382,7
cg26162695,7
cg26182317,7
cg26390924,7
cg26479667,7
cg26486113,7
cg26585845,7
cg26635824,7
cg26819762,7
cg26862620,7
cg27326062,7
cg27507704,7
cg00124695,6
cg00154968,6
cg00213748,6
cg00528932,6
cg00762184,6
cg00788362,6
cg01519714,6
cg01540024,6
cg01576340,6
cg01644972,6
cg01816997,6
cg01900832,6
cg01984154,6
cg01996304,6
cg02012379,6
cg02133786,6
cg02267838,6
cg02387522,6
cg02691685,6
cg02715021,6
cg02720442,6
cg03004985,6
cg03224175,6
cg03351412,6
cg03611060,6
cg03707256,6
cg04012515,6
cg04132177,6
cg04619437,6
cg04896381,6
cg04945388,6
cg04977124,6
cg05025239,6
cg05174710,6
cg05210398,6
cg05367916,6
cg05613002,6
cg05671791,6
cg05759250,6
cg05840289,6
cg06017677,6
cg06258842,6
cg06516331,6
cg06658864,6
cg06744057,6
cg06768644,6
cg07062130,6
cg07126183,6
cg07212292,6
cg07295775,6
cg07491203,6
cg07628233,6
cg07813232,6
cg07843056,6
cg08015776,6
cg08258654,6
cg08517659,6
cg08607907,6
cg09091443,6
cg09171843,6
cg09258022,6
cg09381635,6
cg09408193,6
cg09467078,6
cg09474476,6
cg09621938,6
cg09629019,6
cg09649545,6
cg09884893,6
cg10023652,6
cg10102256,6
cg10113715,6
cg10116904,6
cg10231675,6
cg10322744,6
cg10496846,6
cg10681125,6
cg10746778,6
cg11100324,6
cg11125589,6
cg11150664,6
cg11153872,6
cg11295144,6
cg11594415,6
cg11736942,6
cg12184854,6
cg12212829,6
cg12292584,6
cg12465154,6
cg12976424,6
cg13085895,6
cg13141192,6
cg13268984,6
cg13271206,6
cg13274029,6
cg13308744,6
cg13335447,6
cg13348155,6
cg13694461,6
cg13705674,6
cg14040252,6
cg14052728,6
cg14071762,6
cg14186256,6
cg14261780,6
cg14270002,6
cg14405300,6
cg14487680,6
cg14526732,6
cg14678442,6
cg14724364,6
cg14725631,6
cg14763193,6
cg15056687,6
cg15283028,6
cg15432125,6
cg15597257,6
cg16094925,6
cg16265012,6
cg16294570,6
cg17389218,6
cg17639394,6
cg18159850,6
cg18163559,6
cg18207141,6
cg18325794,6
cg18678211,6
cg18760173,6
cg18800085,6
cg18988412,6
cg19234509,6
cg19237421,6
cg19276012,6
cg19300475,6
cg19305147,6
cg19357499,6
cg19404215,6
cg19465159,6
cg19540943,6
cg19649259,6
cg19710330,6
cg19802165,6
cg20003050,6
cg20214692,6
cg20219074,6
cg20421914,6
cg20434825,6
cg20982311,6
cg21310731,6
cg21564660,6
cg21980954,6
cg22050897,6
cg22096450,6
cg22411400,6
cg22619763,6
cg22727109,6
cg22763753,6
cg23246828,6
cg23344136,6
cg23403256,6
cg23638801,6
cg24026570,6
cg24079969,6
cg24109477,6
cg24686542,6
cg24745548,6
cg24862510,6
cg25027028,6
cg25117976,6
cg25183958,6
cg25399148,6
cg25739518,6
cg25779653,6
cg26374305,6
cg26502067,6
cg26516701,6
cg26517491,6
cg26545983,6
cg26565719,6
cg26848718,6
cg26867866,6
cg27159962,6
cg27174978,6
cg27209117,6
cg27457427,6
cg27503573,6
cg27554844,6
cg27565794,6
cg00063477,5
cg00089071,5
cg00089372,5
cg00199519,5
cg00257786,5
cg00350885,5
cg00479827,5
cg00582417,5
cg00597055,5
cg00681103,5
cg00783759,5
cg00924144,5
cg00998168,5
cg01016521,5
cg01168283,5
cg01179140,5
cg01179268,5
cg01188822,5
cg01227027,5
cg01241758,5
cg01272707,5
cg01291029,5
cg01305745,5
cg01541629,5
cg01593751,5
cg01802180,5
cg01835766,5
cg01893439,5
cg01933487,5
cg01946510,5
cg01951637,5
cg02006977,5
cg02016903,5
cg02056550,5
cg02111786,5
cg02197918,5
cg02219962,5
cg02331583,5
cg02340092,5
cg02361370,5
cg02385739,5
cg02586637,5
cg02588777,5
cg02631684,5
cg02656741,5
cg02682457,5
