,0,1,2,3,4
Unnamed: 0,cg00000029,cg00000108,cg00000109,cg00000165,cg00000236
2621,0.539714121605456,0.883649695252823,0.842346816852849,0.203860558351441,0.760079186512247
2622,0.514253452778996,0.85103299444683,0.80248833581237,0.15259106297744,0.767796221614781
2691,0.455185804819211,0.909917005495263,0.748502771805446,0.159600551272279,0.672511870862416
2692,0.442649545243295,0.888446009831539,0.756627472305689,0.147961413095952,0.730946525577432
3391,0.421309919242525,0.897818321992731,0.795476000809505,0.189775407936909,0.732480310799103
3392,0.474631408664887,0.882584712510808,0.798874553309905,0.154407256636195,0.708096764281817
2791,0.470846548239776,0.899799045254906,0.811555187181007,0.189548716501919,0.735368816174502
2792,0.465576003035389,0.877850564930552,0.799083705988578,0.175290301657438,0.690258314302684
3161,0.484744335043392,0.908653872312652,0.781774099079597,0.161352960907048,0.776308683804741
3162,0.557390158318473,0.900868535602162,0.692815778474562,0.160098803288628,0.729246730633886
3211,0.413827422330857,0.902143226027199,0.772464699331964,0.17277160835338,0.780875660490216
3212,0.347488992159183,0.926427502890416,0.79131331135724,0.183283245211728,0.792690902517916
3431,0.484805643658852,0.870995145733779,0.735547149368089,0.168969081314015,0.755053813282337
3432,0.406737673383274,0.932929835945658,0.752981251347074,0.164416654885563,0.706222012638122
3441,0.443529877038481,0.890786729643001,0.747565521490052,0.154249530525268,0.641187429114815
3442,0.394618364226148,0.868877559273425,0.772092633546403,0.159538609804291,0.730450731313927
3311,0.444691089324511,0.886381107673211,0.84681056345879,0.191319444791597,0.726373949104779
3312,0.498874523173312,0.910993360022661,0.859209443675693,0.181079322598154,0.719043906102892
3341,0.442424713525725,0.926115057945322,0.810014402176637,0.193594717252549,0.724861934558497
3342,0.364584407911006,0.91399535164272,0.754808860357901,0.141818384557718,0.642922869296014
3411,0.519750408259641,0.908535674053627,0.754095948347458,0.1768286584957,0.635569167258224
3412,0.515331563498522,0.914666451014699,0.713912539837828,0.200978404122091,0.699308488186972
3461,0.485249153658484,0.895899132116138,0.824914417726468,0.170063767460066,0.711038860412121
3462,0.442174111463537,0.896434202398165,0.827285760139828,0.151351863712771,0.703592004531262
3471,0.44300094078158,0.898290819448302,0.785890097677959,0.151954713310599,0.658431423164208
3472,0.466199758300122,0.913495281031752,0.799371345018127,0.144854006064824,0.663215496260539
3501,0.427563885136399,0.936131620783749,0.787928153233757,0.145576829383824,0.622018350641635
3502,0.485814302669486,0.901000843744836,0.822209863629571,0.135401441260352,0.745778521832733
3451,0.460936809396515,0.893792838105512,0.864315088576778,0.18354571580378,0.718674133585929
3452,0.41394501686308,0.886828936099008,0.796090125796704,0.181836048704607,0.624671191240504
3601,0.376798556659881,0.901499256603272,0.817064908712263,0.191839636950633,0.63842985753916
3602,0.389927101604393,0.91189017924571,0.767354245730466,0.163093691050726,0.626077895905427
3621,0.442397704959626,0.910113946120818,0.784127060375076,0.166837150331195,0.683456126067541
3622,0.490055798152423,0.914181276938944,0.837513117861113,0.191136540735168,0.678885109726922
3521,0.451850766506827,0.911004872141305,0.823087215536445,0.180740654268729,0.685763971248147
3522,0.436436447408232,0.911998234110668,0.779887103400916,0.169502148458546,0.724829700044758
3531,0.45706482903225,0.893907994568432,0.762452305562039,0.176259202009255,0.656309834071866
3532,0.43818847214896,0.924616611471503,0.844416845588692,0.197092685218281,0.689110881935031
3541,0.523321244255445,0.886446464131721,0.751084750739927,0.181001899700142,0.666171590683131
3542,0.466053547387021,0.913163084376706,0.822546427376747,0.178135762232192,0.631003889803271
3641,0.45602124906193,0.888190549150628,0.848682593644111,0.215653155246846,0.633896193103046
3642,0.42222087312307,0.897472476158873,0.817269292437424,0.205708103272547,0.578438997489051
3661,0.436825296203096,0.892438710998347,0.759814999430522,0.205809621652845,0.685158142150431
3662,0.445581536030318,0.89978683968015,0.783757400754832,0.175055472684923,0.677175681909617
3691,0.517641545511775,0.917516103429011,0.794596525447431,0.157785558062811,0.736385357449979
3692,0.512642998788905,0.918380656272421,0.801137943228175,0.182871747397775,0.66260283519458
3551,0.449160611514327,0.895801499891972,0.725289048057909,0.21346743282585,0.689590579826519
3552,0.441414070286117,0.9206949746819,0.74457217901681,0.142954496311151,0.676238902740799
3591,0.421718382116067,0.902458483662309,0.805194496821439,0.180583305737197,0.728265682887547
3592,0.455141473637775,0.869757285682541,0.793213646721682,0.169986904029769,0.629772276378391
3611,0.311235001507475,0.884328021001271,0.82913287371428,0.1541538157213,0.668380326922867
3612,0.330623242335805,0.897865613634131,0.824933951461026,0.204034792415159,0.665576193803206
3701,0.53030497486389,0.889233079164846,0.783653443089621,0.184749990661943,0.722305376650142
3702,0.435267702964249,0.896515606173144,0.77914046584242,0.103237739163134,0.726662787436339
3761,0.486410998888175,0.91206984047806,0.832199555331592,0.142390515772657,0.726737948957898
3762,0.470682232955286,0.920269842860852,0.809913298131645,0.182255360471149,0.742817891255886
3791,0.40931762426508,0.904636175652141,0.814733651554913,0.17825967294348,0.679927235086543
3792,0.453022040999353,0.894735984854169,0.780214479043591,0.163336853227752,0.673591831835355
3631,0.452212148942488,0.861423459750526,0.786058091599136,0.157932094640684,0.717075802559466
3632,0.417046080447125,0.918546941165223,0.788881808998368,0.202004344895553,0.650913195238503
3651,0.372368163118497,0.938426417760986,0.860931709164109,0.191620961470355,0.682252961822213
3652,0.457071494327016,0.923049450860041,0.792228748773978,0.208931167744006,0.627705298331082
3721,0.505365066746358,0.920926384031338,0.744608954140817,0.19405450091072,0.689390725213659
3722,0.51752293046407,0.901061313069554,0.816410366814327,0.177806333107249,0.669677702181944
3801,0.517477708271968,0.918461650825972,0.764651739663058,0.172145085135502,0.733882338629468
3802,0.453002339476789,0.901765548088368,0.804153138903789,0.208382621874747,0.727306799818736
3821,0.488693045599513,0.879072192442407,0.739865719276771,0.202314094130677,0.740220084161699
3822,0.379213614355444,0.854538042465076,0.797030372441772,0.171593668830198,0.643792165364857
3841,0.368808409447117,0.90792967467483,0.798368309292089,0.173408898898641,0.667396225450948
3842,0.441130323533137,0.943212050471215,0.82867311443973,0.16276070951974,0.74663917586879
3751,0.458236794177909,0.920533933424217,0.813464627489265,0.145127203081353,0.6768982041586
3752,0.504540620899905,0.938467148697707,0.823991853495161,0.18647608051185,0.619190045131572
3771,0.489189255646757,0.937489258931665,0.845423207662328,0.182234752304633,0.619346326057294
3772,0.404452487495042,0.89883973099032,0.788944494176801,0.203259465196897,0.637730484535738
3781,0.498795636946258,0.892613917479131,0.750255012129275,0.176593094559443,0.714074366550288
3782,0.471932338225893,0.926046164711093,0.809734369687526,0.175617375699904,0.674244309625116
3881,0.473913912991044,0.90475008206581,0.796781222843999,0.181619745839933,0.70348269020987
3882,0.452843481405413,0.916341531511735,0.773099050758055,0.201145845217583,0.720225812210216
3931,0.414662985794998,0.90547860032802,0.806561349025427,0.166000115921869,0.664386001180727
3932,0.39362769074695,0.921755262569204,0.818777232989473,0.176288432520554,0.688287759384286
4021,0.465334715716368,0.908675017387222,0.783815500096726,0.111890725050251,0.682327224883446
4022,0.506321694649617,0.901245506941525,0.758058130206598,0.152834783055096,0.720096676712081
3811,0.492401389645232,0.922134436551808,0.774638060088916,0.189667167219491,0.715832666300265
3812,0.45943809426357,0.888209728572734,0.783824125612154,0.166786215452249,0.702279616154871
3851,0.349854322834239,0.867785440785088,0.746510202957572,0.188012457269952,0.690178620048213
3852,0.437805761812384,0.898308559646266,0.783246486663622,0.171928080884203,0.666090642331668
3861,0.510722784112334,0.926979024617789,0.744952954251884,0.222021772003091,0.666938311646735
3862,0.395433957507543,0.907064058901512,0.816613829651403,0.158167645243688,0.701862296645536
4081,0.406316429275092,0.883107946424925,0.801310858501863,0.182635938174012,0.727066346766466
4082,0.41442080391238,0.912862026679717,0.785094346892028,0.173430766482547,0.703605557706118
4111,0.48332680751103,0.885669802817648,0.796387303720618,0.180150846817513,0.633373766664968
4112,0.489660118487992,0.906596557387921,0.807978088919126,0.219393860108146,0.698461237277508
3871,0.438029881327661,0.909004324965549,0.823956209828134,0.151920757589814,0.708784573810437
3872,0.37662773255076,0.893900021683011,0.78709134327409,0.205665480772012,0.741432717001682
3901,0.544386892872819,0.856830195715806,0.783115285303618,0.174408516295974,0.81542582283679
3902,0.478635226622638,0.933148237409469,0.755921369752726,0.166660638414823,0.759985159268549
